Edad,Rotacion,Departamento,Puesto,Nivel_Educativo,Ingreso_Mensual,Disponibilidad_Horaria,Movilidad_Propia,Distancia_KM,Cantidad_Hijos,Satisfaccion_Puesto,Equilibrio_VidaTrabajo,Horas_Extra,Capacitaciones_Ultimo_Anio,Anios_Empresa,Num_Empresas_Previas
51,Yes,Tecnología,Analista Funcional,4,2112032,Completa,Sí,9.0,2,Muy bajo,Muy bajo,Sí,2,15,3
46,Yes,Tecnología,Soporte IT,2,1509853,Completa,No,13.1,0,Muy bajo,Bueno,Sí,1,7,2
59,No,Tecnología,Desarrollador/a,3,3000000,Flexible,No,5.3,0,Bajo,Excelente,No,0,7,2
54,No,Tecnología,Administrador/a de Sistemas,4,2234590,Flexible,No,18.7,0,Muy bajo,Bajo,Sí,2,5,1
24,Yes,RRHH,Especialista en Capacitación,2,782735,Completa,No,12.0,0,Bueno,Bueno,Sí,0,0,0
34,Yes,Investigación y desarrollo,Docente-Investigador/a,5,1376008,Flexible,Sí,16.7,1,Bajo,Bajo,No,2,5,1
52,Yes,Investigación y desarrollo,Investigador/a Asistente,4,2139965,Media jornada,No,29.6,1,Bueno,Bajo,No,1,4,1
41,Yes,Docencia,Jefe/a de Trabajos Prácticos,2,1461202,Completa,No,3.7,0,Muy bajo,Bajo,No,0,6,1
42,No,Ventas,Asesor/a de Vinculación,4,1439305,Media jornada,Sí,13.8,0,Bueno,Muy bajo,No,0,10,2
31,No,RRHH,Generalista de RRHH,4,1136104,Completa,No,3.1,0,Bueno,Bueno,No,0,5,0
36,No,Contaduría,Administrativo/a de Contaduría,1,1440381,Completa,Sí,2.5,2,Excelente,Bajo,No,0,0,0
31,Yes,Contaduría,Administrativo/a de Contaduría,3,1349041,Completa,No,5.4,1,Muy bajo,Bajo,Sí,1,2,0
55,Yes,Ventas,Ejecutivo/a de Vinculación y Empresas,2,2429070,Completa,No,10.5,0,Bajo,Bueno,No,1,14,3
57,Yes,Docencia,Profesor/a Titular,3,2334169,Completa,No,8.2,1,Bueno,Bueno,No,1,10,2
35,No,RRHH,Especialista en Capacitación,2,1264153,Media jornada,No,2.0,0,Bueno,Excelente,Sí,0,6,1
33,No,RRHH,Generalista de RRHH,3,1591205,Media jornada,Sí,5.8,2,Bajo,Excelente,No,0,5,1
36,No,Tecnología,Analista Funcional,4,2912855,Media jornada,No,8.7,2,Bajo,Bueno,No,1,3,0
41,Yes,Docencia,Jefe/a de Trabajos Prácticos,4,1386624,Media jornada,No,4.0,0,Bajo,Bueno,Sí,2,4,0
48,No,Mantenimiento,Técnico/a de Mantenimiento,1,742614,Completa,Sí,13.5,2,Bueno,Bueno,No,2,7,1
52,Yes,Ventas,Asesor/a de Vinculación,3,892434,Completa,No,27.8,1,Bueno,Bueno,Sí,0,11,1
22,Yes,RRHH,Especialista en Capacitación,2,916283,Flexible,No,6.0,0,Bueno,Muy bajo,No,0,0,0
21,No,Tecnología,Analista Funcional,4,2380908,Completa,Sí,0.9,0,Bajo,Excelente,No,2,0,0
25,No,Ventas,Representante Institucional,2,1462790,Completa,No,8.8,0,Bueno,Bueno,No,0,2,0
36,Yes,Tecnología,Analista Funcional,3,2363676,Media jornada,Sí,18.1,0,Muy bajo,Muy bajo,Sí,5,2,0
25,Yes,Docencia,Coordinador/a de Cátedra,3,2218879,Completa,Sí,9.0,1,Bajo,Bajo,Sí,1,2,0
58,Yes,RRHH,Analista de RRHH,3,1109415,Flexible,No,5.1,1,Muy bajo,Muy bajo,Sí,2,12,1
24,Yes,Tecnología,Soporte IT,3,1127079,Completa,No,14.0,0,Bajo,Bueno,Sí,2,1,0
40,Yes,Contaduría,Responsable Impositivo,3,1674323,Completa,No,20.5,0,Muy bajo,Bajo,Sí,0,1,0
19,Yes,Marketing,Analista de Marketing,2,791912,Completa,No,11.2,0,Excelente,Bueno,No,3,0,0
22,No,Ventas,Representante Institucional,2,1213829,Completa,No,9.8,0,Excelente,Excelente,No,0,0,0
47,Yes,Ventas,Asesor/a de Vinculación,2,2045266,Completa,Sí,20.7,2,Muy bajo,Muy bajo,No,0,5,0
39,No,Contaduría,Analista Contable,4,1759633,Completa,No,7.5,0,Bueno,Bueno,No,0,2,0
44,No,Docencia,Profesor/a Adjunto/a,5,2389715,Flexible,Sí,25.7,0,Bajo,Bajo,No,0,10,2
32,No,Dirección de Carreras,Director/a de Carrera,2,3000000,Flexible,No,3.9,0,Bueno,Muy bajo,No,1,2,0
27,Yes,Mantenimiento,Encargado/a de Servicios Generales,2,915117,Completa,No,2.6,0,Excelente,Muy bajo,Sí,0,3,0
30,No,Docencia,Coordinador/a de Cátedra,3,1193972,Completa,No,4.6,1,Excelente,Muy bajo,No,3,3,1
24,Yes,Ventas,Asesor/a de Vinculación,3,2050166,Completa,Sí,16.0,0,Muy bajo,Muy bajo,No,1,0,0
38,No,Mantenimiento,Supervisor/a de Mantenimiento,2,1251553,Flexible,No,6.9,0,Excelente,Muy bajo,No,1,5,1
42,Yes,RRHH,Generalista de RRHH,4,1149293,Flexible,No,4.6,2,Bueno,Excelente,No,3,10,2
45,No,Tecnología,Desarrollador/a,4,1580555,Completa,No,11.3,0,Bueno,Bajo,No,3,7,1
56,Yes,Contaduría,Tesorero/a,2,1507101,Media jornada,Sí,10.8,0,Excelente,Bueno,Sí,1,1,0
26,Yes,Docencia,Auxiliar Docente,4,1099570,Completa,Sí,7.0,0,Bajo,Bueno,Sí,0,2,0
19,No,Investigación y desarrollo,Investigador/a Principal,5,2203115,Completa,No,14.7,0,Excelente,Excelente,No,1,0,0
42,No,Marketing,Analista de Marketing,3,880752,Completa,No,6.4,0,Bajo,Excelente,No,1,7,2
25,Yes,Docencia,Auxiliar Docente,2,1628788,Completa,No,2.4,0,Bajo,Bajo,No,2,1,0
37,Yes,Investigación y desarrollo,Docente-Investigador/a,4,1263884,Completa,No,9.0,0,Muy bajo,Bajo,No,0,3,0
40,Yes,Contaduría,Administrativo/a de Contaduría,2,1637548,Completa,Sí,1.5,2,Bueno,Bueno,No,1,3,0
53,No,RRHH,Generalista de RRHH,2,1134532,Media jornada,No,4.4,0,Bajo,Bajo,No,2,15,3
48,Yes,Ventas,Ejecutivo/a de Vinculación y Empresas,2,1168079,Completa,No,9.9,2,Bajo,Excelente,Sí,0,12,1
47,No,Investigación y desarrollo,Técnico/a de Laboratorio,3,2226516,Media jornada,No,4.6,1,Bueno,Bajo,Sí,2,7,0
40,Yes,Investigación y desarrollo,Becario/a de Investigación,4,911067,Completa,No,13.2,0,Excelente,Bajo,Sí,2,3,1
29,No,Marketing,Diseñador/a Gráfico/a,2,1003019,Completa,No,7.4,0,Bueno,Excelente,No,1,0,0
38,No,Contaduría,Responsable Impositivo,1,998978,Completa,No,8.3,0,Bajo,Bueno,No,0,2,0
47,No,Investigación y desarrollo,Investigador/a Asistente,4,1291857,Completa,No,8.7,0,Bajo,Bajo,No,1,7,2
59,No,Contaduría,Analista Contable,3,1577342,Completa,No,4.8,3,Bueno,Excelente,Sí,0,7,1
52,No,Docencia,Profesor/a Titular,5,1159663,Completa,Sí,4.7,1,Bueno,Excelente,No,0,2,0
19,Yes,Docencia,Profesor/a Adjunto/a,4,2112495,Completa,No,9.1,1,Excelente,Bajo,No,0,0,0
49,No,RRHH,Generalista de RRHH,2,1334196,Completa,No,6.1,2,Bajo,Bueno,No,0,11,2
48,Yes,Contaduría,Analista Contable,4,1259996,Media jornada,No,7.0,0,Bueno,Muy bajo,No,3,12,1
36,No,Ventas,Representante Institucional,2,2427556,Media jornada,Sí,10.7,0,Excelente,Bueno,Sí,3,5,0
35,Yes,Investigación y desarrollo,Investigador/a Principal,4,1450251,Completa,No,3.0,0,Bajo,Bueno,No,2,5,1
56,Yes,RRHH,Generalista de RRHH,2,869417,Completa,No,10.5,2,Muy bajo,Bajo,Sí,2,7,0
32,No,Tecnología,Administrador/a de Sistemas,3,1140674,Completa,Sí,11.7,1,Excelente,Excelente,No,5,3,0
41,Yes,Docencia,Profesor/a Adjunto/a,3,1799939,Media jornada,No,9.2,1,Bajo,Bueno,No,0,7,0
43,No,Tecnología,Analista Funcional,4,2157104,Completa,No,11.3,0,Bueno,Bajo,No,2,8,1
33,No,Docencia,Auxiliar Docente,4,1412663,Completa,Sí,12.8,0,Muy bajo,Bueno,No,0,3,0
40,No,Dirección de Carreras,Secretario/a Académico/a,2,2918726,Completa,No,28.6,2,Bueno,Muy bajo,No,0,5,1
21,Yes,Docencia,Profesor/a Titular,5,1760136,Flexible,No,5.8,1,Muy bajo,Bajo,No,2,0,0
37,Yes,Contaduría,Analista Contable,1,1469398,Completa,Sí,3.7,0,Bajo,Bueno,No,0,5,1
52,No,Docencia,Profesor/a Adjunto/a,3,1739764,Media jornada,No,3.7,0,Bajo,Bajo,No,3,10,1
53,Yes,Dirección de Carreras,Secretario/a Académico/a,3,1950339,Completa,No,1.7,0,Bueno,Muy bajo,Sí,0,13,3
19,Yes,RRHH,Especialista en Capacitación,3,1136854,Flexible,No,7.3,0,Bueno,Excelente,No,3,0,0
39,No,Tecnología,Analista Funcional,2,1141672,Flexible,Sí,29.4,2,Bueno,Bueno,No,3,5,1
47,No,Docencia,Profesor/a Titular,4,1652266,Completa,Sí,7.2,1,Bajo,Muy bajo,No,3,13,2
24,Yes,Marketing,Especialista en Comunicación,3,1437513,Media jornada,No,19.6,0,Bueno,Bueno,No,1,0,0
55,No,Investigación y desarrollo,Investigador/a Principal,4,1802649,Completa,No,7.3,1,Muy bajo,Bueno,No,2,6,0
19,Yes,Ventas,Asesor/a de Vinculación,3,950774,Media jornada,Sí,19.0,0,Excelente,Muy bajo,No,0,0,0
19,No,Investigación y desarrollo,Docente-Investigador/a,4,1160475,Flexible,No,11.3,0,Bueno,Bueno,No,4,0,0
45,Yes,Docencia,Jefe/a de Trabajos Prácticos,2,1520001,Completa,Sí,9.1,2,Bueno,Bueno,Sí,2,7,1
39,Yes,Docencia,Profesor/a Adjunto/a,4,2185577,Media jornada,No,5.8,1,Bueno,Bajo,Sí,1,2,0
34,No,Contaduría,Responsable Impositivo,1,1430486,Completa,Sí,5.9,0,Muy bajo,Bajo,No,1,4,0
58,No,RRHH,Analista de RRHH,4,860651,Completa,No,9.7,0,Bueno,Bueno,No,2,12,1
44,No,Docencia,Jefe/a de Trabajos Prácticos,4,1956439,Completa,No,5.3,0,Excelente,Bueno,No,1,5,1
34,No,Marketing,Diseñador/a Gráfico/a,2,966733,Media jornada,No,8.4,0,Bueno,Bueno,No,0,3,0
46,Yes,Contaduría,Responsable Impositivo,3,1201522,Completa,No,6.4,1,Muy bajo,Bueno,No,0,4,0
19,No,RRHH,Especialista en Capacitación,2,1128066,Completa,No,9.5,0,Bueno,Excelente,No,1,0,0
54,No,Contaduría,Administrativo/a de Contaduría,2,1408920,Media jornada,No,6.0,1,Bajo,Excelente,No,2,9,1
28,No,Contaduría,Responsable Impositivo,3,1257234,Completa,Sí,4.6,1,Bueno,Bajo,No,1,1,0
35,Yes,RRHH,Generalista de RRHH,4,1396845,Completa,No,6.7,1,Muy bajo,Muy bajo,No,1,6,1
41,Yes,Docencia,Profesor/a Adjunto/a,4,1918895,Completa,No,18.7,0,Bajo,Muy bajo,No,0,7,1
25,No,Docencia,Jefe/a de Trabajos Prácticos,2,1294471,Completa,No,12.1,0,Bajo,Excelente,No,1,0,0
25,Yes,Mantenimiento,Encargado/a de Servicios Generales,3,987928,Completa,Sí,5.4,1,Bueno,Bueno,No,0,0,0
33,Yes,Ventas,Asesor/a de Vinculación,3,1592240,Completa,No,9.3,0,Muy bajo,Bueno,No,1,0,0
52,Yes,Contaduría,Tesorero/a,1,1373170,Flexible,No,2.5,0,Muy bajo,Bueno,Sí,0,10,2
22,No,Investigación y desarrollo,Becario/a de Investigación,4,2122715,Flexible,Sí,14.6,0,Muy bajo,Bajo,Sí,2,0,0
32,Yes,Tecnología,Desarrollador/a,4,2356954,Completa,No,3.1,0,Bueno,Bueno,No,1,0,0
32,No,Contaduría,Responsable Impositivo,1,1144080,Completa,No,4.1,1,Excelente,Bajo,No,2,2,0
34,Yes,Docencia,Auxiliar Docente,4,1852190,Completa,Sí,7.9,2,Bajo,Bueno,Sí,0,6,0
25,No,Docencia,Jefe/a de Trabajos Prácticos,4,2042503,Media jornada,Sí,6.5,1,Bajo,Bajo,Sí,2,1,0
50,No,Tecnología,Analista Funcional,3,2961245,Completa,No,4.0,2,Muy bajo,Bueno,No,1,13,1
37,No,Tecnología,Administrador/a de Sistemas,2,1752276,Completa,Sí,5.4,0,Excelente,Bueno,No,3,1,0
20,No,Docencia,Auxiliar Docente,5,1435654,Flexible,No,2.9,0,Excelente,Bueno,No,1,0,0
28,No,Investigación y desarrollo,Técnico/a de Laboratorio,4,2027483,Completa,Sí,23.6,1,Muy bajo,Muy bajo,No,3,0,0
35,Yes,Investigación y desarrollo,Docente-Investigador/a,4,2406300,Completa,No,6.0,1,Bueno,Bueno,No,2,7,1
55,No,Tecnología,Soporte IT,4,2920505,Flexible,No,5.5,1,Bueno,Bueno,No,5,6,1
30,Yes,Docencia,Jefe/a de Trabajos Prácticos,4,1770267,Media jornada,Sí,29.3,1,Excelente,Bajo,No,2,2,0
24,Yes,Docencia,Profesor/a Adjunto/a,5,1413298,Completa,No,2.3,0,Bajo,Bajo,No,1,0,0
40,No,Marketing,Community Manager,3,1487176,Media jornada,No,13.1,0,Bueno,Excelente,No,0,7,1
50,Yes,Docencia,Coordinador/a de Cátedra,3,1882553,Completa,No,9.2,1,Muy bajo,Excelente,No,1,5,1
59,Yes,Tecnología,Administrador/a de Sistemas,4,3000000,Flexible,Sí,4.1,2,Excelente,Bueno,Sí,5,11,1
38,No,Investigación y desarrollo,Docente-Investigador/a,4,1835711,Completa,No,9.7,2,Bajo,Bajo,No,1,8,2
19,No,Docencia,Jefe/a de Trabajos Prácticos,3,998852,Flexible,No,26.1,0,Muy bajo,Muy bajo,No,1,0,0
24,No,Investigación y desarrollo,Investigador/a Asistente,3,2739539,Flexible,Sí,13.0,0,Bueno,Muy bajo,No,2,1,0
37,Yes,Tecnología,Analista Funcional,4,1370858,Flexible,No,11.9,1,Bueno,Bajo,Sí,2,4,1
36,No,Mantenimiento,Técnico/a de Mantenimiento,2,1037263,Flexible,No,2.2,0,Muy bajo,Bueno,No,0,6,1
24,Yes,Mantenimiento,Supervisor/a de Mantenimiento,3,1448403,Completa,No,3.0,0,Excelente,Bueno,No,2,0,0
51,No,Contaduría,Analista Contable,2,1504745,Completa,No,1.7,0,Bueno,Bueno,No,1,3,0
41,Yes,Tecnología,Desarrollador/a,3,2469893,Completa,Sí,9.4,0,Bueno,Bueno,Sí,2,8,1
41,No,Investigación y desarrollo,Técnico/a de Laboratorio,4,2666233,Media jornada,No,9.1,0,Bajo,Excelente,No,0,4,0
44,No,Investigación y desarrollo,Docente-Investigador/a,3,2519786,Flexible,No,4.7,0,Bajo,Excelente,No,3,11,1
31,No,Ventas,Representante Institucional,2,1058032,Completa,Sí,15.8,0,Muy bajo,Excelente,No,1,3,0
25,No,Docencia,Coordinador/a de Cátedra,4,2084321,Flexible,No,3.1,0,Excelente,Muy bajo,Sí,1,1,0
33,No,Docencia,Auxiliar Docente,4,1490916,Flexible,No,5.0,0,Excelente,Muy bajo,No,1,1,0
45,No,Investigación y desarrollo,Investigador/a Principal,5,3000000,Flexible,No,9.6,0,Bajo,Bajo,No,1,9,1
44,No,Docencia,Jefe/a de Trabajos Prácticos,5,923073,Flexible,No,3.5,1,Excelente,Bueno,No,1,8,1
51,No,Docencia,Profesor/a Adjunto/a,4,1935552,Completa,Sí,7.1,2,Bueno,Bueno,No,1,10,1
33,Yes,RRHH,Analista de RRHH,1,1164916,Completa,Sí,3.4,1,Excelente,Bueno,No,1,2,0
54,Yes,Contaduría,Responsable Impositivo,2,1176001,Completa,No,6.6,2,Bajo,Bajo,No,1,16,2
45,Yes,Ventas,Ejecutivo/a de Vinculación y Empresas,3,2726961,Completa,No,2.9,1,Muy bajo,Bueno,No,3,4,1
23,Yes,Mantenimiento,Encargado/a de Servicios Generales,4,962442,Media jornada,Sí,1.1,0,Muy bajo,Muy bajo,Sí,0,0,0
20,Yes,Investigación y desarrollo,Docente-Investigador/a,5,2643160,Flexible,No,3.3,0,Excelente,Bajo,No,1,0,0
51,No,Investigación y desarrollo,Docente-Investigador/a,5,1841440,Flexible,No,16.0,0,Bueno,Bajo,No,1,11,1
34,Yes,Contaduría,Administrativo/a de Contaduría,2,1307675,Media jornada,No,9.3,1,Muy bajo,Bajo,Sí,2,3,0
41,No,Tecnología,Analista Funcional,3,3000000,Completa,Sí,4.3,1,Bajo,Excelente,No,2,9,2
56,No,Investigación y desarrollo,Docente-Investigador/a,4,2137186,Completa,No,8.4,2,Bajo,Bajo,No,2,3,0
34,Yes,Tecnología,Soporte IT,3,2169624,Completa,Sí,9.0,1,Bueno,Bueno,No,3,1,0
32,No,Contaduría,Responsable Impositivo,1,1325690,Completa,No,1.9,0,Bueno,Excelente,No,0,4,1
47,No,RRHH,Especialista en Capacitación,4,1157525,Completa,No,3.4,2,Bueno,Bajo,No,2,3,0
44,Yes,Contaduría,Responsable Impositivo,2,1221256,Completa,Sí,4.8,1,Bueno,Bajo,Sí,1,11,1
53,Yes,Investigación y desarrollo,Investigador/a Principal,4,2070350,Completa,No,1.2,2,Bajo,Bajo,No,0,14,3
33,Yes,Ventas,Ejecutivo/a de Vinculación y Empresas,1,1866222,Completa,Sí,9.6,1,Muy bajo,Muy bajo,Sí,1,2,0
21,No,Marketing,Diseñador/a Gráfico/a,4,912154,Media jornada,Sí,12.3,0,Muy bajo,Muy bajo,No,1,0,0
41,Yes,Docencia,Profesor/a Titular,4,1559373,Completa,No,10.3,0,Excelente,Excelente,No,0,1,0
47,Yes,Mantenimiento,Técnico/a de Mantenimiento,3,1054042,Completa,No,8.8,0,Bueno,Excelente,No,0,8,1
52,Yes,Contaduría,Analista Contable,4,1575705,Completa,Sí,7.3,0,Muy bajo,Bueno,Sí,1,15,2
51,Yes,Ventas,Asesor/a de Vinculación,2,1960028,Flexible,Sí,15.8,0,Bajo,Muy bajo,No,0,13,1
59,Yes,Marketing,Analista de Marketing,3,1261568,Completa,Sí,1.6,1,Muy bajo,Bajo,No,0,8,1
59,Yes,Contaduría,Analista Contable,1,1225467,Completa,No,4.1,3,Muy bajo,Bajo,No,2,5,1
41,Yes,Docencia,Auxiliar Docente,3,1902515,Media jornada,No,3.9,2,Muy bajo,Bajo,No,0,3,0
25,No,Investigación y desarrollo,Docente-Investigador/a,5,1373570,Media jornada,Sí,1.6,1,Bajo,Excelente,No,4,1,0
21,Yes,RRHH,Analista de RRHH,3,1106158,Flexible,Sí,5.0,0,Bajo,Bajo,No,1,0,0
50,Yes,Tecnología,Administrador/a de Sistemas,3,1340337,Completa,Sí,16.3,0,Bueno,Bueno,Sí,4,1,0
49,No,Investigación y desarrollo,Técnico/a de Laboratorio,4,1184634,Completa,No,5.6,1,Bajo,Excelente,No,4,6,1
36,Yes,Docencia,Profesor/a Titular,4,1716399,Completa,No,11.1,0,Bajo,Muy bajo,No,1,6,1
25,No,Mantenimiento,Técnico/a de Mantenimiento,1,779096,Media jornada,No,12.0,1,Bajo,Bueno,No,2,1,0
59,No,Dirección de Carreras,Secretario/a Académico/a,2,3000000,Completa,Sí,7.3,3,Bajo,Bueno,No,5,4,1
19,Yes,RRHH,Generalista de RRHH,2,1374909,Completa,No,10.8,0,Bajo,Bueno,No,1,0,0
32,Yes,Docencia,Profesor/a Titular,3,1797213,Completa,Sí,16.5,1,Muy bajo,Bajo,Sí,0,2,0
50,No,Investigación y desarrollo,Investigador/a Asistente,5,2809070,Completa,No,10.9,0,Bueno,Bueno,No,2,12,1
24,No,Docencia,Profesor/a Adjunto/a,3,1157769,Completa,No,3.2,0,Bajo,Excelente,No,0,0,0
57,No,Ventas,Asesor/a de Vinculación,2,1990983,Media jornada,No,1.5,0,Bueno,Bajo,No,0,8,1
28,Yes,Docencia,Profesor/a Adjunto/a,4,1612689,Media jornada,No,5.1,0,Excelente,Bueno,Sí,3,2,0
25,No,RRHH,Especialista en Selección,4,1434602,Completa,No,4.0,1,Bueno,Muy bajo,No,1,1,0
44,Yes,Investigación y desarrollo,Técnico/a de Laboratorio,4,969912,Completa,No,7.3,1,Bueno,Muy bajo,No,2,6,1
52,No,RRHH,Especialista en Selección,1,979494,Media jornada,No,8.1,1,Bajo,Bajo,No,0,4,1
48,No,Tecnología,Analista Funcional,3,2015588,Completa,No,4.9,1,Bueno,Muy bajo,No,1,7,1
54,Yes,Mantenimiento,Encargado/a de Servicios Generales,3,1051225,Completa,No,8.3,1,Excelente,Bajo,No,0,9,1
39,Yes,Investigación y desarrollo,Investigador/a Principal,4,2866326,Completa,Sí,24.6,2,Bajo,Bueno,No,1,2,0
35,Yes,Docencia,Auxiliar Docente,5,971174,Media jornada,Sí,7.7,3,Bueno,Bajo,No,1,7,2
51,Yes,Docencia,Auxiliar Docente,5,1844819,Flexible,No,10.1,2,Bajo,Bajo,No,2,13,3
28,No,Ventas,Ejecutivo/a de Vinculación y Empresas,3,2972010,Media jornada,No,23.6,1,Bueno,Bajo,No,2,3,1
30,No,Mantenimiento,Encargado/a de Servicios Generales,3,1061192,Completa,No,9.0,1,Bueno,Bueno,No,0,3,0
34,Yes,Tecnología,Analista Funcional,3,1613863,Completa,No,5.0,0,Muy bajo,Bajo,No,1,1,0
59,Yes,Tecnología,Desarrollador/a,2,1540113,Flexible,No,25.9,0,Muy bajo,Muy bajo,Sí,1,11,2
50,No,Tecnología,Administrador/a de Sistemas,4,2791958,Completa,No,10.0,0,Bueno,Bueno,No,1,12,1
33,Yes,Docencia,Jefe/a de Trabajos Prácticos,3,1118032,Flexible,Sí,5.5,1,Bueno,Muy bajo,No,4,0,0
45,No,Ventas,Ejecutivo/a de Vinculación y Empresas,2,2451296,Flexible,No,2.2,2,Excelente,Bajo,Sí,1,6,1
46,Yes,Contaduría,Tesorero/a,3,1798405,Completa,Sí,3.2,1,Bajo,Bueno,No,1,5,0
35,Yes,Contaduría,Analista Contable,2,1265938,Flexible,No,6.0,0,Bueno,Bajo,Sí,0,2,0
20,No,RRHH,Analista de RRHH,3,1324751,Completa,Sí,2.6,0,Bueno,Excelente,No,1,0,0
54,Yes,Docencia,Profesor/a Adjunto/a,4,1119947,Flexible,Sí,4.4,0,Bueno,Muy bajo,No,0,16,3
25,Yes,Docencia,Profesor/a Adjunto/a,4,1525783,Completa,Sí,20.4,0,Bueno,Bueno,No,1,1,0
31,Yes,Marketing,Diseñador/a Gráfico/a,3,923677,Completa,No,10.1,0,Bueno,Bueno,Sí,3,2,0
33,Yes,Docencia,Coordinador/a de Cátedra,3,1516637,Media jornada,No,2.5,2,Excelente,Bajo,No,2,4,0
43,Yes,Tecnología,Soporte IT,3,2423381,Flexible,Sí,13.9,0,Muy bajo,Bajo,Sí,1,3,1
41,Yes,Investigación y desarrollo,Investigador/a Principal,4,2024638,Completa,No,1.5,1,Muy bajo,Bajo,No,0,6,0
40,Yes,Contaduría,Analista Contable,3,1723410,Completa,No,6.0,0,Bueno,Bajo,No,0,9,2
44,Yes,Investigación y desarrollo,Técnico/a de Laboratorio,5,2365337,Completa,No,8.8,3,Bueno,Excelente,No,1,7,1
51,Yes,Investigación y desarrollo,Investigador/a Principal,4,2355190,Completa,No,33.9,2,Bajo,Bueno,No,1,11,3
29,No,Tecnología,Analista Funcional,4,1775919,Completa,No,17.2,0,Muy bajo,Bueno,No,3,2,0
28,Yes,Investigación y desarrollo,Becario/a de Investigación,3,967761,Completa,Sí,8.5,2,Excelente,Bajo,No,3,2,0
43,Yes,RRHH,Especialista en Selección,4,783977,Completa,No,9.4,1,Bajo,Bajo,No,2,8,1
55,No,Contaduría,Administrativo/a de Contaduría,2,786479,Completa,No,1.2,0,Bueno,Bueno,Sí,2,14,2
56,Yes,Tecnología,Administrador/a de Sistemas,4,3000000,Completa,No,8.8,1,Bajo,Bueno,No,1,12,1
59,Yes,Ventas,Asesor/a de Vinculación,1,790471,Completa,No,5.3,0,Muy bajo,Bueno,No,1,19,1
42,Yes,Marketing,Analista de Marketing,2,1437035,Completa,No,9.5,1,Excelente,Muy bajo,No,0,9,1
58,No,Investigación y desarrollo,Investigador/a Asistente,4,1146900,Flexible,No,1.5,3,Excelente,Excelente,No,2,15,3
51,No,Docencia,Jefe/a de Trabajos Prácticos,5,1701735,Completa,No,13.6,2,Excelente,Muy bajo,No,1,13,1
35,No,Investigación y desarrollo,Investigador/a Asistente,4,3000000,Flexible,Sí,11.9,0,Bajo,Muy bajo,No,1,2,0
42,No,Tecnología,Analista Funcional,4,2647610,Flexible,No,17.5,0,Bueno,Bajo,Sí,2,5,1
55,No,Docencia,Jefe/a de Trabajos Prácticos,4,1549230,Media jornada,No,6.3,0,Muy bajo,Bueno,No,0,10,2
20,No,RRHH,Especialista en Capacitación,2,1082090,Media jornada,No,8.6,0,Bajo,Muy bajo,No,1,0,0
50,Yes,Tecnología,Administrador/a de Sistemas,3,2961289,Flexible,No,27.3,0,Bajo,Muy bajo,No,3,12,1
42,Yes,Investigación y desarrollo,Investigador/a Asistente,5,2787702,Completa,No,7.0,1,Muy bajo,Bajo,Sí,2,1,0
27,Yes,Marketing,Community Manager,2,1302609,Completa,No,2.8,1,Excelente,Bueno,No,0,1,0
22,Yes,Docencia,Jefe/a de Trabajos Prácticos,5,885992,Media jornada,No,13.4,0,Bajo,Bueno,Sí,0,0,0
35,No,Docencia,Auxiliar Docente,5,1971134,Media jornada,No,6.5,0,Bueno,Bajo,No,2,1,0
35,Yes,Tecnología,Desarrollador/a,4,1773844,Flexible,No,3.8,0,Bueno,Bueno,No,2,2,0
48,No,RRHH,Especialista en Selección,3,797941,Completa,Sí,2.8,0,Bueno,Bueno,Sí,0,5,1
58,No,Tecnología,Analista Funcional,4,1961404,Media jornada,No,2.5,0,Bueno,Bajo,No,1,14,3
29,No,Contaduría,Administrativo/a de Contaduría,3,1787212,Completa,Sí,2.5,0,Bueno,Muy bajo,Sí,1,2,0
39,No,Investigación y desarrollo,Docente-Investigador/a,3,2032783,Completa,No,11.3,0,Excelente,Bajo,No,2,9,1
39,No,Mantenimiento,Supervisor/a de Mantenimiento,3,1195194,Completa,No,7.2,1,Muy bajo,Bueno,No,0,2,0
36,No,Marketing,Community Manager,1,806695,Media jornada,No,4.7,2,Bajo,Excelente,No,0,7,1
47,No,Tecnología,Analista Funcional,3,2361910,Flexible,Sí,32.8,1,Bajo,Bueno,No,2,4,1
42,Yes,Investigación y desarrollo,Docente-Investigador/a,3,2606786,Completa,No,9.4,1,Bajo,Bajo,No,3,3,1
28,Yes,Tecnología,Administrador/a de Sistemas,3,1999853,Flexible,No,10.8,0,Bajo,Bueno,No,2,2,0
35,No,Investigación y desarrollo,Docente-Investigador/a,4,1401903,Completa,Sí,12.5,2,Bueno,Bueno,No,2,1,0
36,No,Docencia,Profesor/a Adjunto/a,4,2079620,Completa,No,5.0,0,Excelente,Bueno,No,4,3,0
38,Yes,Ventas,Ejecutivo/a de Vinculación y Empresas,3,2315316,Completa,No,16.0,0,Excelente,Muy bajo,No,0,3,0
55,Yes,Docencia,Profesor/a Titular,2,1696190,Completa,No,2.2,0,Muy bajo,Bajo,No,1,4,1
36,Yes,Dirección de Carreras,Director/a de Carrera,3,1996678,Completa,No,3.4,0,Muy bajo,Bueno,No,0,6,1
35,No,Contaduría,Responsable Impositivo,2,1526975,Completa,No,3.2,1,Bueno,Bueno,No,2,3,0
27,No,Docencia,Jefe/a de Trabajos Prácticos,4,1812874,Media jornada,No,10.2,2,Bueno,Excelente,No,1,3,1
